中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,409 Mbps,52428 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,46 Mbps,5947 kB/s
129.146.16.219,443,129.146.16.219,US,Seattle,中转,66 ms,51 Mbps,6576 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,88 ms,394 Mbps,50483 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,92 ms,332 Mbps,42598 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,241 ms,2 Mbps,295 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,78 ms,303 Mbps,38809 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,117 ms,223 Mbps,28569 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,7 ms,76 Mbps,9833 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,294 Mbps,37683 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,81 ms,305 Mbps,39116 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,45 ms,532 Mbps,68096 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,28 ms,78 Mbps,10035 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,240 Mbps,30720 kB/s
47.90.141.204,443,91.149.239.64,US,San Jose,隧道,7 ms,30 Mbps,3964 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,78 ms,323 Mbps,41369 kB/s
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,93 ms,341 Mbps,43724 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,272 Mbps,34918 kB/s
130.61.23.77,443,130.61.23.77,176 Mbps,22528 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,95 ms,7 Mbps,939 kB/s
158.101.220.192,443,2a0b:21c0:100a:1b3:0:6eca:3026:7ea1,DE,Frankfurt,隧道,103 ms,212 Mbps,27238 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,72 ms,285 Mbps,36556 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,85 ms,236 Mbps,30208 kB/s
158.101.206.101,443,2a0b:21c0:100a:1b3:0:a68:b70c:651c,DE,Frankfurt,隧道,99 ms,249 Mbps,31948 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,46 Mbps,5980 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,2 ms,728 Mbps,93286 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,102 ms,84 Mbps,10752 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,102 ms,46 Mbps,5889 kB/s
152.70.49.31,443,2a0b:21c0:1007:1ca:0:e3c7:1c2e:126b,DE,Frankfurt,隧道,96 ms,136 Mbps,17408 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,114 Mbps,14643 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,188 ms,36 Mbps,4690 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,215 Mbps,27545 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,234 ms,37 Mbps,4805 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,104 ms,215 Mbps,27545 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,44 Mbps,5739 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,107 ms,36 Mbps,4718 kB/s
143.47.176.161,443,2a0b:21c0:1007:1c8:0:c807:578:8d86,DE,Frankfurt,隧道,116 ms,252 Mbps,32358 kB/s
168.138.149.17,443,168.138.149.17,BR,S
