中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,5 ms,760 Mbps,97382 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,47 ms,540 Mbps,69120 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,87 ms,295 Mbps,37785 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,83 ms,332 Mbps,42598 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,11 ms,17 Mbps,2248 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,95 ms,334 Mbps,42803 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,27 ms,489 Mbps,62668 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,69 ms,376 Mbps,48128 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,238 Mbps,30515 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,79 ms,294 Mbps,37683 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,77 ms,348 Mbps,44544 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,93 ms,24 Mbps,3098 kB/s
193.123.38.223,443,98.98.166.174,US,Frankfurt,隧道,91 ms,223 Mbps,28569 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,42 Mbps,5457 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,31 ms,129 Mbps,16588 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,5 ms,14 Mbps,1843 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,224 Mbps,28672 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,204 Mbps,26214 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,88 ms,44 Mbps,5641 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,88 ms,254 Mbps,32563 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,305 Mbps,39116 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,254 Mbps,32563 kB/s
129.146.46.164,443,129.146.46.164,US,Portland,中转,127 ms,78 Mbps,10035 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,383 Mbps,49049 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,136 ms,77 Mbps,9944 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,102 ms,49 Mbps,6314 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,134 ms,164 Mbps,21094 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,96 ms,12 Mbps,1635 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,97 ms,272 Mbps,34816 kB/s
130.61.23.77,443,130.61.23.77,108 Mbps,13926 kB/s
158.101.221.74,443,163.123.193.6,DE,Frankfurt,隧道,96 ms,246 Mbps,31539 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,174 ms,115 Mbps,14745 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,89 ms,46 Mbps,5957 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,209 ms,105 Mbps,13516 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,23 Mbps,2950 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,94 ms,44 Mbps,5685 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,103 ms,46 Mbps,5931 kB/s
144.21.35.132,443,2a0b:21c0:100a:1b4:0:832a:1d44:1a60,DE,Frankfurt,隧道,99 ms,143 Mbps,18329 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,226 ms,95 Mbps,12185 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,237 ms,2 Mbps,279 kB/s
146.56.188.34,443,132.226.226.133,KR,Seoul,隧道,199 ms,83 Mbps,10649 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,191 ms,75 Mbps,9620 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,198 ms,37 Mbps,4801 kB/s
