中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.146.103,443,192.9.146.103,US,Dallas,中转,22 ms,491 Mbps,62873 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,23 ms,632 Mbps,80998 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,505 Mbps,64716 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,39 ms,612 Mbps,78336 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,19 ms,840 Mbps,107520 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,28 ms,288 Mbps,36966 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,39 ms,1144 Mbps,146432 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,62 ms,374 Mbps,47923 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,53 ms,51 Mbps,6531 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,19 ms,808 Mbps,103424 kB/s
150.230.44.13,443,150.230.44.13,US,Seattle,中转,22 ms,294 Mbps,37683 kB/s
129.146.16.219,443,129.146.16.219,US,San Jose,中转,27 ms,81 Mbps,10444 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,58 ms,504 Mbps,64512 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,75 ms,393 Mbps,50380 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,114 ms,196 Mbps,25190 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,63 ms,51 Mbps,6533 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,133 ms,45 Mbps,5785 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,147 ms,129 Mbps,16588 kB/s
47.90.141.204,443,91.149.239.64,US,San Jose,隧道,61 ms,32 Mbps,4165 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,143 ms,127 Mbps,16281 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,147 ms,39 Mbps,5038 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,157 ms,61 Mbps,7875 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,157 ms,147 Mbps,18841 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,149 ms,130 Mbps,16691 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,153 ms,109 Mbps,14028 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,144 ms,39 Mbps,5009 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,117 ms,103 Mbps,13209 kB/s
130.61.23.77,443,130.61.23.77,DE,61 Mbps,7921 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,130 ms,49 Mbps,6272 kB/s
168.138.149.17,443,168.138.149.17,BR,S
