中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,26 ms,304 Mbps,39014 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,59 ms,377 Mbps,48332 kB/s
130.61.23.77,443,130.61.23.77,DE,116 Mbps,14848 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,16 ms,65 Mbps,8320 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,23 ms,1168 Mbps,149504 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,20 ms,782 Mbps,100147 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,49 ms,523 Mbps,66969 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,32 ms,63 Mbps,8090 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,53 ms,459 Mbps,58777 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,508 Mbps,65024 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,47 ms,38 Mbps,4913 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,63 ms,521 Mbps,66764 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,60 ms,236 Mbps,30310 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,553 Mbps,70860 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,26 ms,84 Mbps,10854 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,52 ms,515 Mbps,65945 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,548 Mbps,70144 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,61 ms,531 Mbps,67993 kB/s
138.3.254.39,443,138.3.254.39,DE,172 Mbps,22016 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,139 ms,202 Mbps,25907 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,114 ms,92 Mbps,11776 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,47 ms,495 Mbps,63385 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,68 ms,35 Mbps,4605 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,341 Mbps,43724 kB/s
192.9.158.188,443,2a09:bac5:6442:1232::1d0:ec,US,San Jose,隧道,71 ms,239 Mbps,30617 kB/s
129.154.50.220,443,129.154.50.220,KR,96 Mbps,12390 kB/s
192.9.138.241,443,192.9.138.241,441 Mbps,56524 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,58 ms,43 Mbps,5609 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,115 ms,46 Mbps,5890 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,47 ms,51 Mbps,6554 kB/s
