中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,472 Mbps,60518 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,215 Mbps,27545 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,499 Mbps,63897 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,207 Mbps,26521 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,24 ms,252 Mbps,32256 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,48 ms,2 Mbps,302 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,24 ms,1072 Mbps,137216 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,32 ms,25 Mbps,3312 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,52 ms,483 Mbps,61849 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,412 Mbps,52838 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,70 ms,476 Mbps,60928 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,28 ms,55 Mbps,7106 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,66 ms,494 Mbps,63283 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,57 ms,519 Mbps,66457 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,124 ms,178 Mbps,22835 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,20 ms,20 Mbps,2603 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,31 ms,35 Mbps,4507 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,73 ms,272 Mbps,34918 kB/s
130.61.23.77,443,130.61.23.77,DE,158 Mbps,20275 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,105 ms,11 Mbps,1428 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,45 ms,504 Mbps,64614 kB/s
193.123.60.41,443,2a0b:21c0:100a:1b1:0:59a:ab98:a27a,DE,Frankfurt,隧道,114 ms,200 Mbps,25702 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,136 ms,201 Mbps,25804 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,125 Mbps,16076 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,60 ms,387 Mbps,49561 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,61 ms,127 Mbps,16281 kB/s
141.144.207.214,443,2a0b:21c0:100a:1f9:0:d09e:75e6:cc3c,DE,Frankfurt,隧道,120 ms,104 Mbps,13414 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,66 ms,432 Mbps,55296 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,14 Mbps,1809 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,121 ms,39 Mbps,4996 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,130 ms,38 Mbps,4974 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,76 ms,43 Mbps,5521 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,190 ms,74 Mbps,9566 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,123 ms,44 Mbps,5688 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,128 ms,202 Mbps,25907 kB/s
141.148.235.141,443,2a0b:21c0:1007:1ca:0:58a3:53cc:6586,DE,Frankfurt,隧道,118 ms,175 Mbps,22425 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,215 ms,34 Mbps,4479 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,125 ms,160 Mbps,20582 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,255 ms,58 Mbps,7550 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,172 ms,95 Mbps,12185 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,133 ms,158 Mbps,20275 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,112 ms,48 Mbps,6178 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,155 ms,9 Mbps,1238 kB/s
130.162.144.191,443,2a09:bac5:4754:1482::20b:99,KR,Seoul,隧道,204 ms,39 Mbps,5087 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,172 ms,108 Mbps,13824 kB/s
144.21.41.89,443,2a0b:21c0:1007:1ca:0:64b3:b16d:280,DE,Frankfurt,隧道,142 ms,184 Mbps,23654 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,213 ms,40 Mbps,5227 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,128 ms,15 Mbps,2046 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,159 ms,136 Mbps,17510 kB/s
130.162.164.138,443,2606:f240:f00:dd8d:0:e972:b486:53a4,US,Frankfurt,隧道,118 ms,192 Mbps,24678 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,141 ms,135 Mbps,17305 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,206 ms,120 Mbps,15360 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,168 ms,43 Mbps,5519 kB/s
143.47.242.53,443,2a0b:21c0:1007:c9:0:5a34:ac01:3de5,DE,Frankfurt,隧道,135 ms,202 Mbps,25907 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,132 ms,15 Mbps,2010 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,247 ms,93 Mbps,11980 kB/s
8.212.48.236,443,47.76.21.97,HK,Hong Kong,隧道,281 ms,69 Mbps,8921 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,235 ms,76 Mbps,9853 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,235 ms,75 Mbps,9694 kB/s
